metric,state,year,value,unit,source_table,source_title,source_release_date,source_pdf
mean_monthly_wage_rm,Selangor,2013,2666.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2014,2820.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2015,3073.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2016,3239.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2017,3454.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2018,3668.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2019,3892.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2020,3476.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2021,3475.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2022,3719.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2023,3885.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Selangor,2024,4052.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2010,1737.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2011,1645.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2012,1761.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2013,1819.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2014,1932.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2015,2107.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2016,2341.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2017,2522.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2018,2695.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2019,2766.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2020,2441.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2021,2544.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2022,2615.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2023,2898.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,Terengganu,2024,3107.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2010,2290.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2011,2513.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2012,2729.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2013,2717.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2014,3111.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2015,3162.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2016,3482.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2017,3969.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2018,4336.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2019,4359.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2020,3849.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2021,3994.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2022,4276.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2023,4521.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Kuala Lumpur,2024,4782.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2010,1993.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2011,1903.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2012,1931.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2013,2254.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2014,2317.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2015,2425.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2016,2610.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2017,2849.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2018,3054.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2019,3323.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2020,2931.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2021,3281.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2022,3365.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2023,3636.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Labuan,2024,3812.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2010,2689.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2011,2837.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2012,3124.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2013,3183.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2014,3267.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2015,3743.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2016,3995.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2017,4220.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2018,4530.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2019,4695.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2020,4497.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2021,4602.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2022,4716.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2023,4858.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
mean_monthly_wage_rm,W.P. Putrajaya,2024,5091.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2010,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2011,1520.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2012,1695.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2013,1700.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2014,2000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2015,2200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2016,2200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2017,2250.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2018,2418.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2019,2512.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2020,2076.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2021,2191.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2022,2216.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2023,2450.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Johor,2024,2582.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2010,1060.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2011,1190.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2012,1150.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2013,1200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2014,1300.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2015,1400.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2016,1510.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2017,1650.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2018,1703.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2019,1748.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2020,1509.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2021,1621.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2022,1797.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2023,1885.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kedah,2024,2051.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2010,1000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2011,1000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2012,1000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2013,1000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2014,1040.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2015,1200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2016,1345.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2017,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2018,1604.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2019,1639.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2020,1390.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2021,1568.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2022,1635.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2023,1750.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Kelantan,2024,1914.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2010,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2011,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2012,1566.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2013,1700.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2014,1800.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2015,1942.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2016,2000.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2017,2160.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2018,2308.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2019,2442.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2020,2076.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2021,2256.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2022,2429.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2023,2602.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Malaysia,2024,2793.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2010,1300.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2011,1350.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2012,1440.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2013,1580.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2014,1660.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2015,1600.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2016,1760.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2017,2145.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2018,2332.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2019,2415.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2020,2130.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2021,2164.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2022,2280.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2023,2360.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Melaka,2024,2528.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2010,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2011,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2012,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2013,1800.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2014,1800.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2015,1950.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2016,2060.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2017,2170.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2018,2348.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2019,2433.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2020,2011.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2021,2321.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2022,2334.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2023,2361.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Negeri Sembilan,2024,2503.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2010,1341.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2011,1380.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2012,1327.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2013,1500.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2014,1585.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2015,1620.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2016,1650.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2017,1870.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2018,2111.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2019,2225.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2020,1775.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2021,1897.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2022,2013.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2023,2276.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Pahang,2024,2491.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Perak,2010,1200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Perak,2011,1200.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Perak,2012,1300.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Perak,2013,1300.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
median_monthly_wage_rm,Perak,2014,1441.0,RM,A8,Salaries and Wages Survey Report 2024,2025-09-29,salaries_wages_survey_report_2024.pdf
